tag,release_datetime
61af1685,2025-06-02T15:39:29
v1.10.0-beta,2025-06-09T11:37:26
ddddb2a8,2025-06-12T09:28:08
0c02309d,2025-06-12T13:18:04
b4434917,2025-06-12T13:31:27
v1.11.0-beta,2025-06-13T09:40:45
31c6de43,2025-06-17T15:35:14
v1.12.0-beta,2025-06-18T07:26:38
1b8d2bf6,2025-06-20T13:29:22
a5c23eee,2025-06-25T16:44:11
20dd6bb5,2025-06-26T17:15:05
c901f4e3,2025-06-27T15:03:22
5e130df9,2025-06-30T08:33:51
34c2bc98,2025-07-01T14:31:59
af620e68,2025-07-02T09:27:51
ce404eac,2025-07-03T14:07:46
fa2f4871,2025-07-07T10:20:02
v1.12.1-beta,2025-07-07T13:12:08
329511a0,2025-07-10T11:27:37
58ff42cd,2025-07-10T12:57:37
18c1c784,2025-07-11T10:24:28
v1.12.2-beta,2025-07-14T08:39:12
v1.12.3-beta,2025-07-17T08:56:06
v1.12.4-beta,2025-07-23T15:23:29
v1.12.5-beta,2025-07-24T14:40:31
71a7446d,2025-07-29T07:35:35
v1.12.6-beta,2025-07-31T10:18:50
94367c4e,2025-08-01T13:54:55
f4049f5e,2025-08-08T09:59:48
v1.12.7-beta,2025-08-08T12:21:24
v1.12.8-beta,2025-08-13T23:02:22
v1.13.0-beta,2025-08-18T10:32:17
c285d1f4,2025-08-20T09:12:06
v1.13.2-beta,2025-08-21T09:38:55
2d9cfb73,2025-08-26T08:49:52
v1.13.3-beta,2025-08-26T13:39:52
v1.13.4-beta,2025-08-27T11:32:47
v1.13.5-beta,2025-08-27T18:09:39
v1.13.6-beta,2025-08-28T15:11:24
847cbf01,2025-09-01T11:54:33
v1.13.7-beta,2025-09-01T12:31:39
v1.13.8-beta,2025-09-02T08:05:12
v1.13.9-beta,2025-09-03T12:27:44
e122ac07,2025-09-10T14:03:36
v1.13.10-beta,2025-09-10T16:09:48
d8ebedcf,2025-09-12T09:17:19
v1.13.11-beta,2025-09-17T12:06:14
2f70459f,2025-09-26T11:31:57
v1.13.12-beta,2025-10-01T12:16:32
v1.13.14-beta,2025-10-08T12:25:10
d81760a5,2025-10-09T09:20:04
v1.13.15-beta,2025-10-09T10:15:32
v1.13.16-beta,2025-10-13T13:37:24
v1.13.17-beta,2025-10-16T13:40:26
v1.13.18-beta,2025-10-21T10:42:06
v1.13.19-beta,2025-10-23T10:32:28
v1.13.20-beta,2025-10-29T13:52:12
a0248ec,2025-10-30T09:44:29
1be8601,2025-10-30T11:54:40
v1.13.23-beta,2025-11-13T11:50:44
v1.13.24-beta,2025-11-14T15:43:58
v1.13.25-beta,2025-11-14T18:07:16
v1.13.26-beta,2025-11-17T10:22:56
v1.13.27-beta,2025-11-17T17:08:48
f46c095,2025-11-17T17:21:11
05eb423,2025-11-26T15:33:06
v1.13.28-beta,2025-11-28T13:04:21
v1.13.29-beta,2025-12-03T15:22:18
v1.13.30-beta,2025-12-10T10:49:51
6d53ab1,2026-01-06T14:58:13
v1.14.0-beta,2026-01-07T14:56:01
v1.14.1-beta,2026-01-14T15:04:59
27075a3,2026-01-15T12:58:30
v1.15.0-beta,2026-01-21T12:07:44
5ced53c,2026-01-27T10:07:00
v1.15.1-beta,2026-01-28T17:39:21
v1.15.2-beta,2026-02-04T16:34:02
v1.15.3-beta,2026-02-12T10:26:24
db984a8e,2026-02-13T10:27:01
v1.16.0-beta,2026-02-19T09:55:36
v1.16.1-beta,2026-02-25T13:08:09
v1.16.2-beta,2026-03-09T14:07:08
v1.16.3-beta,2026-03-10T12:57:58
v1.16.4-beta,2026-03-12T10:42:00
v1.16.5-beta,2026-03-13T10:24:24
v1.16.6-beta,2026-03-19T18:27:49
v1.16.7-beta,2026-03-23T10:07:17
b5bebe01,2026-03-26T12:15:38
v1.16.8-beta,2026-03-26T15:23:07
v1.16.9-beta,2026-03-30T10:57:12
v1.16.10-beta,2026-04-08T15:14:40
af6f7484,2026-04-08T15:28:24
09f8a145,2026-04-13T14:26:48
v1.16.11-beta,2026-04-13T17:31:49
c1ab9c1e,2026-04-23T11:59:37
v1.16.14-beta,2026-04-23T13:06:29
v1.16.15-beta,2026-04-24T08:46:09
cd36c0e5,2026-04-28T09:49:04
v1.16.16-beta,2026-04-28T14:01:55
v1.16.17-beta,2026-04-30T10:12:39
v1.16.18-beta,2026-05-05T13:53:51
